"","item_id","item_sales","bundle_index","bundle_sales","filterted_item_sales","filtered_bundle_sales","share","filtered_item_share"
"263",45211975896,14,"0",8,"7","4",0.571428571428571,"0.571428571428571"
"264",45211975896,14,"1",2,"7","1",0.142857142857143,"0.142857142857143"
"265",45211975896,14,"2",3,"7","1",0.214285714285714,"0.142857142857143"
"266",45211975896,14,"4",1,"7","1",0.0714285714285714,"0.142857142857143"
"267",45219159638,5,"0",3,"3","2",0.6,"0.666666666666667"
"268",45219159638,5,"4",2,"3","1",0.4,"0.333333333333333"
"269",45311704883,3,"0",1,"2","1",0.333333333333333,"0.5"
"270",45311704883,3,"3",1,"2","1",0.333333333333333,"0.5"
"271",45311704883,3,"4",1,"2",".",0.333333333333333,"."
"272",45397562862,90,"0",11,".",".",0.122222222222222,"."
"273",45397562862,90,"1",11,".",".",0.122222222222222,"."
"274",45397562862,90,"2",4,".",".",0.0444444444444444,"."
"275",45397562862,90,"3",3,".",".",0.0333333333333333,"."
"276",45397562862,90,"4",4,".",".",0.0444444444444444,"."
"277",45397562862,90,"5",11,".",".",0.122222222222222,"."
"278",45397562862,90,"6",10,".",".",0.111111111111111,"."
"279",45397562862,90,"7",12,".",".",0.133333333333333,"."
"280",45397562862,90,"8",24,".",".",0.266666666666667,"."
"281",45410114111,150,"0",6,"89","3",0.04,"0.0337078651685393"
"282",45410114111,150,"1",37,"89","25",0.246666666666667,"0.280898876404494"
"283",45410114111,150,"2",14,"89","11",0.0933333333333333,"0.123595505617978"
"284",45410114111,150,"3",8,"89","6",0.0533333333333333,"0.0674157303370786"
"285",45410114111,150,"4",6,"89","4",0.04,"0.0449438202247191"
"286",45410114111,150,"5",20,"89","14",0.133333333333333,"0.157303370786517"
"287",45410114111,150,"6",19,"89","11",0.126666666666667,"0.123595505617978"
"288",45410114111,150,"7",7,"89","2",0.0466666666666667,"0.0224719101123595"
"289",45410114111,150,"8",33,"89","13",0.22,"0.146067415730337"
"290",45651685437,26,"0",26,"1","1",1,"1"
"291",45677602242,150,"0",4,"137","1",0.0266666666666667,"0.0072992700729927"
"292",45677602242,150,"1",17,"137","15",0.113333333333333,"0.109489051094891"
"293",45677602242,150,"3",12,"137","12",0.08,"0.0875912408759124"
"294",45677602242,150,"4",7,"137","7",0.0466666666666667,"0.0510948905109489"
"295",45677602242,150,"5",15,"137","13",0.1,"0.0948905109489051"
"296",45677602242,150,"6",24,"137","24",0.16,"0.175182481751825"
"297",45677602242,150,"7",25,"137","23",0.166666666666667,"0.167883211678832"
"298",45677602242,150,"8",46,"137","42",0.306666666666667,"0.306569343065693"
"299",5.2009e+11,2,"0",2,".",".",1,"."
"300",5.20454e+11,2,"0",1,".",".",0.5,"."
"301",5.20454e+11,2,"1",1,".",".",0.5,"."
"302",5.21001e+11,151,"0",6,"42","3",0.0397350993377483,"0.0714285714285714"
"303",5.21001e+11,151,"1",11,"42",".",0.0728476821192053,"."
"304",5.21001e+11,151,"2",14,"42","6",0.0927152317880795,"0.142857142857143"
"305",5.21001e+11,151,"3",28,"42","8",0.185430463576159,"0.19047619047619"
"306",5.21001e+11,151,"4",43,"42","10",0.28476821192053,"0.238095238095238"
"307",5.21001e+11,151,"5",18,"42","7",0.119205298013245,"0.166666666666667"
"308",5.21001e+11,151,"6",14,"42","2",0.0927152317880795,"0.0476190476190476"
"309",5.21001e+11,151,"7",17,"42","6",0.112582781456954,"0.142857142857143"
"310",5.21142e+11,23,"0",23,".",".",1,"."
"311",5.21725e+11,91,"0",18,"15","2",0.197802197802198,"0.133333333333333"
"312",5.21725e+11,91,"1",25,"15","4",0.274725274725275,"0.266666666666667"
