"","X.x","item_id","bundle_index","total","total_nofw","nongift","nongift_nofw","branded","branded_nofw","num_of_yuanzhuang","num_of_acc_no_price","bundle_price","price_ref","price_ref_adjgift","bundle_add_on","price_ref_rel","num_of_acc_rel","premium","premium_percent","ind_firstbundle_noacc","premrel1","benchmark","total_n_of_a","total_price_of_a","premium_minus_a","perc_premrel1","premium_minus_a_perc","Author","diff","diff_minus_a","X.y","item_sales","bundle_sales","filterted_item_sales","filtered_bundle_sales","share","filtered_item_share"
"148",148,37443266749,"5",17,15,3,1,2,2,0,2,3655,505,30,90,55,1,35,0.00957592339261286,FALSE,35,3280,1,35,0,0.0106707317073171,0,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"149",149,37443266749,"6",17,15,3,1,2,2,0,2,3705,525,50,140,75,1,65,0.0175438596491228,FALSE,65,3280,1,35,30,0.0198170731707317,0.00914634146341463,"suyang",3,2,108,3,"1",1,NA,"0.33",NA
"150",150,37745552927,"2",9,9,6,6,1,1,0,0,3678,335,300,170,90,3,80,0.0217509516041327,FALSE,80,3298,1,25,55,0.0242571255306246,0.0166767738023044,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"151",151,37745552927,"3",11,11,7,7,2,2,0,0,3878,540,445,370,295,5,75,0.019339865910263,FALSE,75,3298,1,25,50,0.0227410551849606,0.0151607034566404,"suyang",7,6,NA,NA,".",NA,NA,".",NA
"153",153,37745552927,"5",8,8,5,5,2,2,0,0,4538,0,0,1030,-245,2,1275,0.280960775672102,FALSE,1275,3298,1,150,1125,0.38659793814433,0.341115827774409,"suyang",4,3,NA,NA,".",NA,NA,".",NA
"154",154,37994506504,"2",12,12,1,1,4,4,0,0,3220,433,30,30,8,0,22,0.00683229813664596,FALSE,22,3040,1,22,0,0.00723684210526316,0,"suyang",2,1,112,150,"5",78,5,"0.03",0.06
"155",155,37994506504,"3",12,12,1,1,4,4,0,0,3280,473,70,90,48,0,42,0.0128048780487805,FALSE,42,3040,1,22,20,0.0138157894736842,0.00657894736842105,"suyang",2,1,113,150,"24",78,14,"0.16",0.18
"156",156,37994506504,"4",14,14,2,2,5,5,0,0,3380,525,72,190,100,2,90,0.0266272189349112,FALSE,90,3040,1,22,68,0.0296052631578947,0.0223684210526316,"suyang",4,3,114,150,"15",78,11,"0.1",0.14
"157",157,37994506504,"5",13,13,2,2,5,5,0,0,3370,500,97,180,75,1,105,0.0311572700296736,FALSE,105,3040,0,0,105,0.0345394736842105,0.0345394736842105,"suyang",1,1,115,150,"12",78,6,"0.08",0.08
"158",158,37994506504,"6",14,14,2,2,6,6,0,0,3400,558,105,210,133,2,77,0.0226470588235294,FALSE,77,3040,1,22,55,0.0253289473684211,0.0180921052631579,"suyang",4,3,116,150,"25",78,7,"0.17",0.09
"159",159,37994506504,"7",14,14,2,2,6,6,0,0,3460,578,125,270,153,2,117,0.0338150289017341,FALSE,117,3040,1,22,95,0.0384868421052632,0.03125,"suyang",4,3,117,150,"17",78,11,"0.11",0.14
"160",160,37994506504,"8",16,16,3,3,7,7,0,0,3560,650,147,370,225,4,145,0.0407303370786517,FALSE,145,3040,1,22,123,0.0476973684210526,0.0404605263157895,"suyang",6,5,118,150,"18",78,4,"0.12",0.05
"161",161,38631814095,"2",12,12,9,9,4,4,0,0,3230,870,825,120,95,1,25,0.00773993808049536,FALSE,25,2850,3,95,-70,0.0087719298245614,-0.0245614035087719,"suyang",7,4,NA,NA,".",NA,NA,".",NA
"162",162,38631814095,"3",13,13,10,10,4,4,0,0,3350,450,405,240,-325,2,565,0.16865671641791,FALSE,565,2850,4,595,-30,0.198245614035088,-0.0105263157894737,"suyang",10,6,NA,NA,".",NA,NA,".",NA
"163",163,38663832002,"2",15,13,7,5,2,2,0,3,3180,438,220,30,13,0,17,0.00534591194968553,FALSE,17,3000,1,22,-5,0.00566666666666667,-0.00166666666666667,"suyang",2,1,124,120,"16",47,3,"0.13",0.06
"164",164,38663832002,"3",15,13,7,5,2,2,0,3,3240,433,215,90,8,0,82,0.0253086419753086,FALSE,82,3000,1,22,60,0.0273333333333333,0.02,"suyang",2,1,125,120,"22",47,9,"0.18",0.19
"165",165,38663832002,"4",17,15,8,6,3,3,0,3,3340,513,285,190,88,2,102,0.0305389221556886,FALSE,102,3000,1,22,80,0.034,0.0266666666666667,"suyang",4,3,126,120,"12",47,2,"0.1",0.04
"166",166,38663832002,"5",16,14,8,6,3,3,0,3,3330,500,282,180,75,1,105,0.0315315315315315,FALSE,105,3000,0,0,105,0.035,0.035,"suyang",1,1,127,120,"24",47,8,"0.2",0.17
"167",167,38663832002,"6",17,15,9,7,3,3,0,3,3360,553,335,210,128,2,82,0.0244047619047619,FALSE,82,3000,1,22,60,0.0273333333333333,0.02,"suyang",4,3,128,120,"18",47,7,"0.15",0.15
"168",168,38663832002,"7",17,15,9,7,3,3,0,3,3420,548,330,270,123,2,147,0.0429824561403509,FALSE,147,3000,1,22,125,0.049,0.0416666666666667,"suyang",4,3,129,120,"9",47,4,"0.08",0.09
"169",169,38663832002,"8",19,17,11,9,4,4,0,3,3520,628,410,370,203,4,167,0.0474431818181818,FALSE,167,3000,1,22,145,0.0556666666666667,0.0483333333333333,"suyang",6,5,130,120,"8",47,5,"0.07",0.11
"170",170,38708270318,"2",12,12,1,1,2,2,0,0,3230,433,30,30,8,0,22,0.00681114551083591,FALSE,22,3050,1,22,0,0.00721311475409836,0,"suyang",2,1,131,19,"2",5,NA,"0.11",NA
"171",171,38708270318,"3",12,12,1,1,2,2,0,0,3290,473,70,90,48,0,42,0.0127659574468085,FALSE,42,3050,1,22,20,0.0137704918032787,0.00655737704918033,"suyang",2,1,132,19,"8",5,2,"0.42",0.4
"172",172,38708270318,"4",14,14,1,1,2,2,0,0,3390,563,100,190,138,2,52,0.0153392330383481,FALSE,52,3050,1,22,30,0.0170491803278689,0.00983606557377049,"suyang",4,3,133,19,"3",5,1,"0.16",0.2
"173",173,38708270318,"5",13,13,2,2,3,3,0,0,3350,500,97,150,75,1,75,0.0223880597014925,FALSE,75,3050,0,0,75,0.0245901639344262,0.0245901639344262,"suyang",1,1,134,19,"2",5,NA,"0.11",NA
"174",174,38708270318,"6",14,14,2,2,3,3,0,0,3380,558,105,180,133,2,47,0.013905325443787,FALSE,47,3050,1,22,25,0.0154098360655738,0.00819672131147541,"suyang",4,3,135,19,"2",5,1,"0.11",0.2
"175",175,38708270318,"7",14,14,2,2,3,3,0,0,3440,598,145,240,173,2,67,0.0194767441860465,FALSE,67,3050,1,22,45,0.0219672131147541,0.0147540983606557,"suyang",4,3,136,19,"1",5,NA,"0.05",NA
"176",176,38708270318,"8",16,16,2,2,3,3,0,0,4560,688,175,1360,263,4,1097,0.240570175438596,FALSE,1097,3050,1,22,1075,0.359672131147541,0.352459016393443,"suyang",6,5,137,19,"1",5,1,"0.05",0.2
"177",177,39237426326,"2",14,13,14,13,3,3,0,1,3150,350,350,70,60,1,10,0.00317460317460317,FALSE,10,2850,0,0,10,0.00350877192982456,0.00350877192982456,"suyang",1,1,148,125,"44",37,8,"0.35",0.22
"178",178,39237426326,"3",14,13,14,13,3,3,0,1,3190,355,355,110,65,1,45,0.0141065830721003,FALSE,45,2850,1,25,20,0.0157894736842105,0.00701754385964912,"suyang",3,2,149,125,"26",37,10,"0.21",0.27
"179",179,39237426326,"4",14,13,14,13,3,3,0,1,3280,380,380,200,90,1,110,0.0335365853658537,FALSE,110,2850,1,25,85,0.0385964912280702,0.0298245614035088,"suyang",3,2,150,125,"13",37,7,"0.1",0.19
"180",180,40148868087,"2",17,16,1,1,2,2,0,1,3080,535,25,50,5,0,45,0.0146103896103896,FALSE,45,2880,1,20,25,0.015625,0.00868055555555556,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"181",181,40148868087,"3",17,16,2,2,2,2,0,1,3130,540,40,100,10,0,90,0.0287539936102236,FALSE,90,2880,1,20,70,0.03125,0.0243055555555556,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"182",182,40148868087,"4",17,16,1,1,1,1,0,1,3160,550,20,130,20,0,110,0.0348101265822785,FALSE,110,2880,1,20,90,0.0381944444444444,0.03125,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"183",183,40148868087,"5",17,16,1,1,1,1,0,1,3190,555,25,160,25,0,135,0.0423197492163009,FALSE,135,2880,2,40,95,0.046875,0.0329861111111111,"suyang",4,2,NA,NA,".",NA,NA,".",NA
"184",184,40148868087,"6",17,16,1,1,1,1,0,1,3230,560,30,200,30,0,170,0.0526315789473684,FALSE,170,2880,2,40,130,0.0590277777777778,0.0451388888888889,"suyang",4,2,NA,NA,".",NA,NA,".",NA
"185",185,40148868087,"7",17,16,1,1,1,1,0,1,3280,585,55,250,55,0,195,0.0594512195121951,FALSE,195,2880,2,40,155,0.0677083333333333,0.0538194444444444,"suyang",4,2,NA,NA,".",NA,NA,".",NA
"186",186,40175359932,"2",18,16,7,5,0,0,0,2,4110,463,170,30,15,0,15,0.00364963503649635,FALSE,15,3890,1,20,-5,0.0038560411311054,-0.0012853470437018,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"187",187,40175359932,"3",18,16,8,6,0,0,0,2,4150,458,170,70,10,0,60,0.0144578313253012,FALSE,60,3890,1,20,40,0.0154241645244216,0.0102827763496144,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"188",188,40175359932,"4",19,17,8,6,0,0,0,2,4250,523,223,170,75,1,95,0.0223529411764706,FALSE,95,3890,0,0,95,0.0244215938303342,0.0244215938303342,"suyang",1,1,NA,NA,".",NA,NA,".",NA
"189",189,40175359932,"5",19,17,9,7,0,0,0,2,4280,538,243,200,90,1,110,0.0257009345794393,FALSE,110,3890,1,20,90,0.0282776349614396,0.0231362467866324,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"190",190,40175359932,"6",19,17,6,4,0,0,0,2,4310,533,118,230,85,1,145,0.0336426914153132,FALSE,145,3890,1,20,125,0.0372750642673522,0.032133676092545,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"191",191,40175359932,"7",19,17,8,6,0,0,0,2,4400,553,183,320,105,1,215,0.0488636363636364,FALSE,215,3890,1,20,195,0.0552699228791774,0.0501285347043702,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"192",192,40452911197,"2",8,7,4,3,2,1,0,1,3080,330,105,30,15,0,15,0.00487012987012987,FALSE,15,2899,1,20,-5,0.00517419799931011,-0.0017247326664367,"suyang",2,1,167,4,"1",3,1,"0.25",0.33
"193",193,40452911197,"3",8,7,4,3,2,1,0,1,3120,345,120,70,30,0,40,0.0128205128205128,FALSE,40,2899,1,20,20,0.0137978613314936,0.00689893066574681,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"194",194,40452911197,"4",8,7,4,3,2,1,0,1,3180,395,170,130,80,0,50,0.0157232704402516,FALSE,50,2899,1,20,30,0.017247326664367,0.0103483959986202,"suyang",2,1,168,4,"1",3,1,"0.25",0.33
"199",199,40565901878,"2",8,8,8,8,2,2,0,0,3655,118,118,165,30,2,135,0.0369357045143639,FALSE,135,3450,0,0,135,0.0391304347826087,0.0391304347826087,"suyang",2,2,NA,NA,".",NA,NA,".",NA
"201",201,41802068265,"2",14,14,5,5,1,1,0,0,3240,345,175,40,50,0,-10,-0.00308641975308642,FALSE,-10,2980,2,35,-45,-0.00335570469798658,-0.0151006711409396,"suyang",4,2,173,150,"17",55,6,"0.11",0.11
"202",202,41802068265,"3",16,16,5,5,1,1,0,0,3310,405,215,110,110,2,0,0,FALSE,0,2980,2,75,-75,0,-0.0251677852348993,"suyang",5,3,174,150,"11",55,3,"0.07",0.05
"203",203,41802068265,"4",19,19,9,9,2,2,0,0,3390,525,345,190,230,5,-40,-0.0117994100294985,FALSE,-40,2980,2,75,-115,-0.0134228187919463,-0.0385906040268456,"suyang",9,7,175,150,"18",55,9,"0.12",0.16
"204",204,41802068265,"5",19,19,9,9,2,2,0,0,3460,550,370,260,255,5,5,0.00144508670520231,FALSE,5,2980,2,75,-70,0.00167785234899329,-0.023489932885906,"suyang",9,7,176,150,"11",55,4,"0.07",0.07
"205",205,41802068265,"6",10,10,10,10,3,3,0,0,3530,365,365,330,70,-4,260,0.0736543909348442,FALSE,260,2980,11,230,30,0.087248322147651,0.0100671140939597,"suyang",18,7,177,150,"4",55,2,"0.03",0.04
"207",207,41802068265,"8",19,19,8,8,4,4,0,0,3700,385,195,500,90,5,410,0.110810810810811,FALSE,410,2980,2,75,335,0.13758389261745,0.11241610738255,"suyang",9,7,179,150,"6",55,2,"0.04",0.04
"208",208,42468840454,"2",17,16,6,6,5,5,0,1,3140,435,240,40,120,2,-80,-0.0254777070063694,FALSE,-80,2880,0,0,-80,-0.0277777777777778,-0.0277777777777778,"suyang",2,2,NA,NA,".",NA,NA,".",NA
"209",209,42468840454,"3",18,17,7,7,6,6,0,1,3250,455,260,150,140,3,10,0.00307692307692308,FALSE,10,2880,1,30,-20,0.00347222222222222,-0.00694444444444444,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"210",210,42468840454,"4",19,18,8,8,5,5,0,1,3290,535,340,190,220,4,-30,-0.00911854103343465,FALSE,-30,2880,0,0,-30,-0.0104166666666667,-0.0104166666666667,"suyang",4,4,NA,NA,".",NA,NA,".",NA
"211",211,42468840454,"5",19,18,8,8,5,5,0,1,3340,535,340,240,220,4,20,0.00598802395209581,FALSE,20,2880,1,30,-10,0.00694444444444444,-0.00347222222222222,"suyang",6,5,NA,NA,".",NA,NA,".",NA
"212",212,42468840454,"6",20,19,9,9,6,6,0,1,3390,560,365,290,245,5,45,0.0132743362831858,FALSE,45,2880,0,0,45,0.015625,0.015625,"suyang",5,5,NA,NA,".",NA,NA,".",NA
"215",215,42681494957,"2",16,16,12,12,5,5,0,1,3340,590,490,140,230,3,-90,-0.0269461077844311,FALSE,-90,3050,2,70,-160,-0.0295081967213115,-0.0524590163934426,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"216",216,42681494957,"3",18,18,14,14,7,7,0,1,3440,660,560,240,300,5,-60,-0.0174418604651163,FALSE,-60,3050,2,70,-130,-0.019672131147541,-0.0426229508196721,"suyang",9,7,NA,NA,".",NA,NA,".",NA
"219",219,42981617542,"2",12,12,12,12,0,0,0,0,3269,340,340,60,80,2,-20,-0.00611807892321811,FALSE,-20,2999,0,0,-20,-0.00666888962987663,-0.00666888962987663,"suyang",2,2,NA,NA,".",NA,NA,".",NA
"220",220,42981617542,"3",13,13,13,13,0,0,0,0,3429,380,380,220,120,3,100,0.0291630212890055,FALSE,100,2999,1,35,65,0.0333444481493831,0.021673891297099,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"221",221,42981617542,"4",14,14,14,14,0,0,0,1,3549,440,440,340,180,4,160,0.0450831220061989,FALSE,160,2999,2,40,120,0.053351117039013,0.0400133377792597,"suyang",8,6,NA,NA,".",NA,NA,".",NA
"222",222,42981617542,"5",14,14,14,14,0,0,0,2,3749,315,315,540,55,4,485,0.129367831421712,FALSE,485,2999,2,40,445,0.161720573524508,0.148382794264755,"suyang",8,6,NA,NA,".",NA,NA,".",NA
"223",223,42981617542,"6",15,15,15,15,0,0,0,2,3999,465,465,790,205,5,585,0.146286571642911,FALSE,585,2999,2,40,545,0.195065021673891,0.181727242414138,"suyang",9,7,NA,NA,".",NA,NA,".",NA
"226",226,43168072227,"2",20,18,19,17,4,4,0,4,4442.86,443,393,57.1499999999996,15,1,42.1499999999996,0.00948713216261589,FALSE,42.1499999999996,4028.57,0,0,42.1499999999996,0.0104627696676487,0.0104627696676487,"suyang",1,1,NA,NA,".",NA,NA,".",NA
"227",227,43168072227,"3",20,18,19,17,5,5,0,4,4528.57,413,363,142.86,-15,1,157.86,0.0348586860752952,FALSE,157.86,4028.57,2,110,47.8599999999997,0.0391851202784114,0.0118801460567893,"suyang",5,3,NA,NA,".",NA,NA,".",NA
"233",233,43426870825,"2",11,11,6,6,3,3,0,1,3379,390,330,100,35,2,65,0.0192364604912696,FALSE,65,3179,1,40,25,0.0204466813463353,0.00786410821012897,"suyang",4,3,NA,NA,".",NA,NA,".",NA
"234",234,43426870825,"3",12,12,7,7,3,3,0,1,3479,460,400,200,105,3,95,0.027306697326818,FALSE,95,3179,1,40,55,0.0298836111984901,0.0173010380622837,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"235",235,43426870825,"4",12,12,7,7,4,4,0,1,3679,450,390,400,95,3,305,0.08290296276162,FALSE,305,3179,1,40,265,0.0959421201635735,0.0833595470273671,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"236",236,43426870825,"5",12,12,7,7,4,4,0,1,3779,465,405,500,110,3,390,0.103201905265943,FALSE,390,3179,1,40,350,0.122680088078012,0.110097514941806,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"237",237,43452978184,"2",9,9,4,4,2,2,0,1,0,360,330,0,220,1,-220,-Inf,FALSE,-220,NA,2,60,-280,NA,NA,"suyang",5,3,NA,NA,".",NA,NA,".",NA
"238",238,43452978184,"3",9,9,4,4,3,3,0,1,0,580,550,0,440,1,-440,-Inf,FALSE,-440,NA,2,60,-500,NA,NA,"suyang",5,3,NA,NA,".",NA,NA,".",NA
"239",239,43452978184,"4",10,10,5,5,3,3,0,1,0,690,660,0,550,2,-550,-Inf,FALSE,-550,NA,2,60,-610,NA,NA,"suyang",6,4,196,1,"1",NA,NA,"1",NA
"240",240,43473279886,"2",1,1,1,1,0,0,0,0,2865,25,25,-5,-35,0,30,0.0104712041884817,FALSE,30,2820,1,60,-30,0.0106382978723404,-0.0106382978723404,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"241",241,43473279886,"3",1,1,1,1,0,0,0,0,2880,30,30,10,-30,0,40,0.0138888888888889,FALSE,40,2820,1,60,-20,0.0141843971631206,-0.00709219858156028,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"242",242,43473279886,"4",2,2,2,2,0,0,0,0,2915,85,85,45,25,1,20,0.00686106346483705,FALSE,20,2820,0,0,20,0.00709219858156028,0.00709219858156028,"suyang",1,1,NA,NA,".",NA,NA,".",NA
"243",243,43473279886,"5",2,2,2,2,0,0,0,0,2940,90,90,70,30,1,40,0.0136054421768707,FALSE,40,2820,1,60,-20,0.0141843971631206,-0.00709219858156028,"suyang",1,0,NA,NA,".",NA,NA,".",NA
"244",244,43736454825,"2",16,16,16,16,8,8,0,1,3210,515,515,30,-5,0,35,0.0109034267912773,FALSE,35,2960,1,35,0,0.0118243243243243,0,"suyang",2,1,216,159,"4",83,1,"0.03",0.01
"245",245,43736454825,"3",18,18,18,18,9,9,0,1,3280,665,665,100,145,2,-45,-0.013719512195122,FALSE,-45,2960,2,115,-160,-0.0152027027027027,-0.0540540540540541,"suyang",6,4,217,159,"22",83,12,"0.14",0.14
"246",246,43736454825,"4",20,20,20,20,10,10,0,1,3370,745,745,190,225,4,-35,-0.0103857566765579,FALSE,-35,2960,3,165,-200,-0.0118243243243243,-0.0675675675675676,"suyang",10,7,218,159,"62",83,21,"0.39",0.25
"247",247,43736454825,"5",20,20,20,20,10,10,0,1,3430,765,765,250,245,4,5,0.00145772594752187,FALSE,5,2960,3,165,-160,0.00168918918918919,-0.0540540540540541,"suyang",10,7,219,159,"27",83,13,"0.17",0.16
"248",248,43736454825,"6",21,21,21,21,10,10,0,1,3500,760,760,320,240,5,80,0.0228571428571429,FALSE,80,2960,2,130,-50,0.027027027027027,-0.0168918918918919,"suyang",9,7,220,159,"14",83,12,"0.09",0.14
"251",251,43853759026,"2",14,14,14,14,2,2,0,0,3499,725,725,49,-5,0,54,0.0154329808516719,FALSE,54,3199,1,35,19,0.0168802750859644,0.00593935604876524,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"252",252,43853759026,"3",14,14,14,14,2,2,0,0,3550,745,745,100,15,0,85,0.023943661971831,FALSE,85,3199,1,35,50,0.026570803376055,0.0156298843388559,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"253",253,43853759026,"4",15,15,15,15,2,2,0,0,3599,800,800,149,70,1,79,0.0219505418171714,FALSE,79,3199,0,0,79,0.0246952172553923,0.0246952172553923,"suyang",1,1,NA,NA,".",NA,NA,".",NA
"254",254,43853759026,"5",15,15,15,15,2,2,0,0,3650,795,795,200,65,1,135,0.036986301369863,FALSE,135,3199,1,35,100,0.0422006877149109,0.0312597686777118,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"255",255,43853759026,"6",16,16,16,16,4,4,0,0,3750,880,880,300,150,2,150,0.04,FALSE,150,3199,0,0,150,0.0468896530165677,0.0468896530165677,"suyang",2,2,NA,NA,".",NA,NA,".",NA
"256",256,43853759026,"7",16,16,16,16,4,4,0,0,3799,875,875,349,145,2,204,0.0536983416688602,FALSE,204,3199,1,35,169,0.063769928102532,0.0528290090653329,"suyang",4,3,NA,NA,".",NA,NA,".",NA
"257",257,43853759026,"8",16,16,16,16,4,4,0,0,3850,895,895,400,165,2,235,0.061038961038961,FALSE,235,3199,1,35,200,0.0734604563926227,0.0625195373554236,"suyang",4,3,NA,NA,".",NA,NA,".",NA
"258",258,43859660891,"2",17,17,0,0,1,1,0,0,3020,540,0,20,15,0,5,0.00165562913907285,FALSE,5,2740,1,20,-15,0.00182481751824818,-0.00547445255474453,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"259",259,43859660891,"3",17,17,0,0,1,1,0,0,3050,555,0,50,30,0,20,0.00655737704918033,FALSE,20,2740,1,20,0,0.0072992700729927,0,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"260",260,43859660891,"4",17,17,0,0,1,1,0,0,3120,605,0,120,80,0,40,0.0128205128205128,FALSE,40,2740,1,20,20,0.0145985401459854,0.0072992700729927,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"261",261,43859660891,"5",18,18,3,3,1,1,0,0,3320,600,185,320,75,1,245,0.0737951807228916,FALSE,245,2740,0,0,245,0.0894160583941606,0.0894160583941606,"suyang",1,1,NA,NA,".",NA,NA,".",NA
"262",262,43859660891,"6",18,18,0,0,1,1,0,0,3340,615,0,340,90,1,250,0.0748502994011976,FALSE,250,2740,1,20,230,0.0912408759124088,0.0839416058394161,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"263",263,43859660891,"7",18,18,0,0,1,1,0,0,3370,630,0,370,105,1,265,0.0786350148367952,FALSE,265,2740,1,20,245,0.0967153284671533,0.0894160583941606,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"264",264,43859660891,"8",18,18,0,0,1,1,0,0,3440,680,0,440,155,1,285,0.0828488372093023,FALSE,285,2740,1,20,265,0.104014598540146,0.0967153284671533,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"265",265,44021641588,"2",17,17,12,12,17,17,0,0,3220,595,330,40,35,1,5,0.0015527950310559,FALSE,5,2980,0,0,5,0.00167785234899329,0.00167785234899329,"suyang",1,1,232,24,"2",8,NA,"0.08",NA
"266",266,44021641588,"3",17,17,12,12,17,17,0,0,3240,590,325,60,30,1,30,0.00925925925925926,FALSE,30,2980,0,0,30,0.0100671140939597,0.0100671140939597,"suyang",1,1,233,24,"2",8,2,"0.08",0.25
"267",267,44021641588,"4",17,17,12,12,17,17,0,0,3280,610,345,100,50,1,50,0.0152439024390244,FALSE,50,2980,0,0,50,0.0167785234899329,0.0167785234899329,"suyang",1,1,234,24,"3",8,1,"0.13",0.13
"268",268,44069100271,"2",15,15,15,15,2,2,0,1,3499,610,610,49,-5,0,54,0.0154329808516719,FALSE,54,3450,1,35,19,0.0156521739130435,0.00550724637681159,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"269",269,44069100271,"3",15,15,15,15,2,2,0,1,3550,630,630,100,15,0,85,0.023943661971831,FALSE,85,3450,1,35,50,0.0246376811594203,0.0144927536231884,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"270",270,44069100271,"4",16,16,16,16,2,2,0,1,3599,685,685,149,70,1,79,0.0219505418171714,FALSE,79,3450,0,0,79,0.0228985507246377,0.0228985507246377,"suyang",1,1,NA,NA,".",NA,NA,".",NA
"272",272,44069100271,"6",16,16,16,16,3,3,0,1,3750,715,715,300,100,1,200,0.0533333333333333,FALSE,200,3450,0,0,200,0.0579710144927536,0.0579710144927536,"suyang",1,1,NA,NA,".",NA,NA,".",NA
"273",273,44069100271,"7",16,16,16,16,3,3,0,1,3799,710,710,349,95,1,254,0.0668596999210319,FALSE,254,3450,1,35,219,0.0736231884057971,0.0634782608695652,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"274",274,44069100271,"8",16,16,16,16,3,3,0,1,3850,730,730,400,115,1,285,0.074025974025974,FALSE,285,3450,1,35,250,0.0826086956521739,0.072463768115942,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"275",275,44231886556,"2",17,14,14,12,0,0,0,4,3838,410,390,175,130,4,45,0.0117248566961959,FALSE,45,3458,2,25,20,0.0130133024869867,0.00578368999421631,"suyang",9,7,NA,NA,".",NA,NA,".",NA
"276",276,44231886556,"3",18,15,13,11,0,0,0,4,4038,615,435,375,335,5,40,0.00990589400693413,FALSE,40,3458,5,55,-15,0.0115673799884326,-0.00433776749566223,"suyang",14,9,NA,NA,".",NA,NA,".",NA
"278",278,44331296085,"2",8,8,8,8,0,0,0,0,3238,355,355,110,55,1,55,0.0169857936998147,FALSE,55,2838,1,25,30,0.0193798449612403,0.0105708245243129,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"279",279,44331296085,"3",11,11,11,11,0,0,0,0,3558,540,540,430,240,4,190,0.0534007869589657,FALSE,190,2838,3,185,5,0.0669485553206483,0.00176180408738548,"suyang",10,7,NA,NA,".",NA,NA,".",NA
"280",280,44799642380,"2",19,19,19,19,4,4,0,0,3417.92,485,485,20.2400000000002,0,0,20.2400000000002,0.00592173017507731,FALSE,20.2400000000002,3137.2,0,0,20.2400000000002,0.00645161290322588,0.00645161290322588,"suyang",0,0,245,150,"29",44,11,"0.19",0.25
"281",281,44799642380,"3",19,19,19,19,4,4,0,0,3447.84,495,495,50.1600000000003,10,0,40.1600000000003,0.0116478722910577,FALSE,40.1600000000003,3137.2,1,20,20.1600000000003,0.0128012240214205,0.0064261124569681,"suyang",2,1,246,150,"13",44,4,"0.09",0.09
"282",282,44799642380,"4",19,19,19,19,4,4,0,0,3517.36,520,520,119.68,35,0,84.6800000000003,0.0240748743375714,FALSE,84.6800000000003,3137.2,1,20,64.6800000000003,0.0269922223638915,0.0206171107994391,"suyang",2,1,247,150,"8",44,1,"0.05",0.02
"283",283,44799642380,"5",22,22,22,22,6,6,0,0,3708.32,815,815,310.64,330,3,-19.3599999999997,-0.00522069292833404,FALSE,-19.3599999999997,3137.2,1,20,-39.3599999999997,-0.0061711079943898,-0.0125462195588422,"suyang",5,4,248,150,"4",44,2,"0.03",0.05
"284",284,44799642380,"6",22,22,22,22,6,6,0,0,3737.36,820,820,339.68,335,3,4.68000000000029,0.0012522208189739,FALSE,4.68000000000029,3137.2,2,40,-35.3199999999997,0.00149177610608195,-0.0112584470228228,"suyang",7,5,249,150,"8",44,2,"0.05",0.05
"285",285,44799642380,"7",22,22,22,22,6,6,0,0,3767.28,825,825,369.6,340,3,29.6000000000004,0.00785712768894278,FALSE,29.6000000000004,3137.2,2,40,-10.3999999999996,0.00943516511538964,-0.00331505801351512,"suyang",7,5,250,150,"8",44,NA,"0.05",NA
"286",286,44799642380,"8",22,22,22,22,6,6,0,0,3837.68,850,850,440,365,3,75,0.0195430572637635,FALSE,75,3137.2,2,40,35,0.0239066683666964,0.0111564452377917,"suyang",7,5,251,150,"3",44,NA,"0.02",NA
"287",287,44881048637,"2",7,7,7,7,2,2,0,0,3485,420,420,157,35,2,122,0.0350071736011478,FALSE,122,2850,1,35,87,0.0428070175438596,0.0305263157894737,"suyang",4,3,NA,NA,".",NA,NA,".",NA
