"","ItemID.LIsting_id.","bundle_index","total","total_nofw","nongift","nongift_nofw","branded","branded_nofw","num_of_yuanzhuang","num_of_acc_no_price","bundle_price","price_ref","bundle_add_on","price_ref_rel","num_of_acc_rel","premium","premium_percent","ind_firstbundle_noacc"
"1",16831203027,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,TRUE
"2",16831203027,1,14,12,2,2,3,3,0,3,2960,172,210,172,14,38,0.0128378378378378,TRUE
"3",16831203027,2,14,12,2,2,3,3,0,3,2990,185,240,185,14,55,0.0183946488294314,TRUE
"4",16831203027,3,15,13,2,2,3,3,0,3,3042,180,292,180,15,112,0.0368178829717291,TRUE
"5",16831203027,4,20,18,3,3,5,5,0,4,3070,263,320,263,20,57,0.0185667752442997,TRUE
"6",16831203027,5,21,19,3,3,5,5,0,4,3110,258,360,258,21,102,0.0327974276527331,TRUE
"7",16831203027,6,23,21,3,3,6,6,1,5,3150,285,400,285,23,115,0.0365079365079365,TRUE
"8",16831203027,7,23,21,3,3,6,6,1,5,3220,280,470,280,23,190,0.0590062111801242,TRUE
"9",16831203027,8,23,21,3,3,6,6,1,5,3310,300,560,300,23,260,0.0785498489425982,TRUE
"10",18053093587,0,0,0,0,0,0,0,0,0,3280,0,0,0,0,0,0,TRUE
"11",18053093587,1,9,9,4,4,2,2,0,0,3478,375,198,375,9,-177,-0.0508913168487637,TRUE
"12",18053093587,2,9,9,4,4,2,2,0,0,3548,525,268,525,9,-257,-0.072435174746336,TRUE
"13",18053093587,3,11,10,4,4,2,2,0,1,3638,500,358,500,11,-142,-0.0390324354040682,TRUE
"14",18053093587,4,11,10,4,4,2,2,0,1,3708,520,428,520,11,-92,-0.0248112189859763,TRUE
"15",18053093587,5,14,13,6,6,5,5,0,1,3808,880,528,880,14,-352,-0.092436974789916,TRUE
"16",18053093587,6,14,13,6,6,5,5,0,1,3868,900,588,900,14,-312,-0.0806618407445708,TRUE
"17",18053093587,7,14,13,6,6,5,5,1,1,4088,920,808,920,14,-112,-0.0273972602739726,TRUE
"18",18352298789,0,0,0,0,0,0,0,0,0,3450,0,0,0,0,0,0,TRUE
"19",18352298789,1,5,5,3,3,1,1,0,0,3620,250,170,250,5,-80,-0.0220994475138122,TRUE
"20",18352298789,2,7,7,5,5,1,1,0,0,3800,335,350,335,7,15,0.00394736842105263,TRUE
"21",18352298789,3,8,8,6,6,1,1,0,0,3840,350,390,350,8,40,0.0104166666666667,TRUE
"22",18352298789,4,9,9,6,6,3,3,1,0,4090,380,640,380,9,260,0.0635696821515892,TRUE
"23",18352298789,5,9,9,6,6,2,2,0,0,3900,450,450,450,9,0,0,TRUE
"24",18352298789,6,9,9,6,6,3,3,1,0,4150,430,700,430,9,270,0.0650602409638554,TRUE
"25",18352298789,7,10,10,7,7,3,3,0,0,4100,600,650,600,10,50,0.0121951219512195,TRUE
"26",18352298789,8,11,11,8,8,3,3,0,1,4300,550,850,550,11,300,0.0697674418604651,TRUE
"27",18820622609,0,0,0,0,0,0,0,0,0,3450,0,0,0,0,0,0,TRUE
"28",18820622609,1,8,8,3,3,4,4,0,0,3900,160,450,160,8,290,0.0743589743589744,TRUE
"29",18820622609,2,9,9,4,4,5,5,0,0,4100,280,650,280,9,370,0.0902439024390244,TRUE
"30",18820622609,3,9,9,4,4,5,5,0,0,4200,510,750,510,9,240,0.0571428571428571,TRUE
"31",18999829018,0,0,0,0,0,0,0,0,0,2840,0,0,0,0,0,0,TRUE
"32",18999829018,1,9,9,7,7,9,9,0,1,3180,250,340,250,9,90,0.0283018867924528,TRUE
"33",18999829018,2,9,9,7,7,9,9,0,1,3230,290,390,290,9,100,0.0309597523219814,TRUE
"34",18999829018,3,9,9,7,7,9,9,0,1,3260,320,420,320,9,100,0.0306748466257669,TRUE
"35",18999829018,4,10,10,8,8,10,10,0,1,3260,350,420,350,10,70,0.0214723926380368,TRUE
"36",18999829018,5,10,10,8,8,10,10,0,1,3350,390,510,390,10,120,0.0358208955223881,TRUE
"37",18999829018,6,10,10,8,8,10,10,0,1,3560,420,720,420,10,300,0.0842696629213483,TRUE
"38",18999829018,7,12,12,9,9,12,12,0,1,3510,520,670,520,12,150,0.0427350427350427,TRUE
"39",18999829018,8,12,12,9,9,12,12,0,1,3610,640,770,640,12,130,0.03601108033241,TRUE
"40",19999809846,0,1,0,0,0,0,0,0,1,2850,0,0,0,0,0,0,FALSE
"41",19999809846,1,21,19,7,7,5,5,0,5,3080,190,230,190,20,40,0.012987012987013,FALSE
"42",19999809846,2,21,19,7,7,5,5,0,5,3120,185,270,185,20,85,0.0272435897435897,FALSE
"43",19999809846,3,23,21,9,9,5,5,0,5,3190,385,340,385,22,-45,-0.0141065830721003,FALSE
"44",19999809846,4,26,24,10,10,6,6,0,5,3250,450,400,450,25,-50,-0.0153846153846154,FALSE
"45",19999809846,5,27,25,10,10,6,6,0,5,3290,445,440,445,26,-5,-0.00151975683890578,FALSE
"46",19999809846,6,28,26,10,10,7,7,1,5,3350,465,500,465,27,35,0.0104477611940299,FALSE
"47",19999809846,7,29,27,10,10,8,8,1,5,3400,460,550,460,28,90,0.0264705882352941,FALSE
"48",19999809846,8,29,27,0,0,8,8,1,5,3470,0,620,0,28,620,0.178674351585014,FALSE
"49",20167630571,0,0,0,0,0,0,0,0,0,2780,0,0,0,0,0,0,TRUE
"50",20167630571,1,12,12,12,12,2,2,0,0,3010,363,230,363,12,-133,-0.0441860465116279,TRUE
"51",20167630571,2,14,14,14,14,4,4,0,0,3080,433,300,433,14,-133,-0.0431818181818182,TRUE
"52",20167630571,3,14,14,14,14,4,4,0,0,3120,428,340,428,14,-88,-0.0282051282051282,TRUE
"53",20167630571,4,14,14,14,14,4,4,0,0,3190,463,410,463,14,-53,-0.0166144200626959,TRUE
"54",20167630571,5,16,16,16,16,4,4,0,0,3450,528,670,528,16,142,0.0411594202898551,TRUE
"55",20186366493,0,0,0,0,0,0,0,0,0,3110,0,0,0,0,0,0,TRUE
"56",20186366493,1,16,14,9,7,1,1,2,2,5080,205,1970,205,16,1765,0.34744094488189,TRUE
"57",20186366493,2,17,15,10,8,1,1,2,2,5120,260,2010,260,17,1750,0.341796875,TRUE
"58",20186366493,3,17,15,10,8,1,1,2,2,5150,265,2040,265,17,1775,0.344660194174757,TRUE
"59",20186366493,4,17,15,10,8,1,1,2,2,5190,265,2080,265,17,1815,0.34971098265896,TRUE
"60",20186366493,5,18,16,11,9,1,1,2,2,5240,320,2130,320,18,1810,0.345419847328244,TRUE
"61",20186366493,6,18,16,11,9,1,1,2,2,5270,325,2160,325,18,1835,0.34819734345351,TRUE
"62",20186366493,7,18,16,11,9,1,1,3,2,5350,335,2240,335,18,1905,0.35607476635514,TRUE
"63",20186366493,8,18,16,11,9,1,1,3,2,5380,340,2270,340,18,1930,0.358736059479554,TRUE
"64",20373091017,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,0,0,TRUE
"65",20373091017,1,9,9,2,2,0,0,1,0,3110,80,160,80,9,80,0.0257234726688103,TRUE
"66",20373091017,2,9,9,2,2,0,0,1,0,3130,80,180,80,9,100,0.0319488817891374,TRUE
"67",20373091017,3,9,9,2,2,0,0,1,0,3130,80,180,80,9,100,0.0319488817891374,TRUE
"68",20728727154,0,0,0,0,0,0,0,0,0,3358,0,0,0,0,0,0,TRUE
"69",20728727154,1,11,11,6,6,2,2,0,0,3538,375,180,375,11,-195,-0.0551158846806105,TRUE
"70",20728727154,2,13,13,8,8,3,3,0,0,3658,530,300,530,13,-230,-0.0628758884636413,TRUE
"71",20728727154,3,13,13,8,8,3,3,0,0,3768,750,410,750,13,-340,-0.0902335456475584,TRUE
"72",20728727154,4,14,14,8,8,3,3,0,0,3958,665,600,665,14,-65,-0.016422435573522,TRUE
"73",20728727154,5,14,14,8,8,4,4,1,1,4088,775,730,775,14,-45,-0.0110078277886497,TRUE
"74",20728727154,6,14,14,8,8,5,5,2,0,4188,735,830,735,14,95,0.022683858643744,TRUE
"75",20728727154,7,14,14,8,8,5,5,2,0,4358,735,1000,735,14,265,0.0608077099586967,TRUE
"76",20728727154,8,16,16,10,10,5,5,1,0,4500,875,1142,875,16,267,0.0593333333333333,TRUE
"77",23896264169,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,TRUE
"78",23896264169,1,9,8,3,3,6,6,0,1,3350,345,200,345,9,-145,-0.0432835820895522,TRUE
"79",23896264169,2,11,10,4,4,9,9,0,1,3450,410,300,410,11,-110,-0.0318840579710145,TRUE
"80",23896264169,3,10,9,3,3,8,8,0,1,3450,365,300,365,10,-65,-0.0188405797101449,TRUE
"81",23896264169,4,12,11,4,4,10,10,0,1,3550,465,400,465,12,-65,-0.0183098591549296,TRUE
"82",23896264169,5,13,12,5,5,11,11,1,1,3650,450,500,450,13,50,0.0136986301369863,TRUE
"83",23896264169,6,13,12,5,5,11,11,1,1,3800,730,650,730,13,-80,-0.0210526315789474,TRUE
"84",23896264169,7,13,12,5,5,11,11,1,1,3920,788,770,788,13,-18,-0.00459183673469388,TRUE
"85",23896264169,8,13,12,6,6,11,11,1,1,4050,988,900,988,13,-88,-0.0217283950617284,TRUE
"86",23924620234,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,TRUE
"87",23924620234,1,23,23,9,9,5,5,0,0,3500,250,100,250,23,-150,-0.0428571428571429,TRUE
"88",23924620234,2,32,32,18,18,8,8,0,0,3540,870,140,870,32,-730,-0.206214689265537,TRUE
"89",23924620234,3,34,34,20,20,10,10,0,0,3580,1010,180,1010,34,-830,-0.231843575418994,TRUE
"90",23924620234,4,40,40,23,23,16,16,2,0,3680,1243,280,1243,40,-963,-0.261684782608696,TRUE
"91",23924620234,5,40,40,23,23,16,16,2,0,3720,1263,320,1263,40,-943,-0.253494623655914,TRUE
"92",23924620234,6,40,40,23,23,16,16,2,0,3760,1333,360,1333,40,-973,-0.258776595744681,TRUE
"93",23969324559,0,0,0,0,0,0,0,0,0,2825,0,0,0,0,0,0,TRUE
"94",23969324559,1,13,13,9,9,5,5,0,0,3100,250,275,250,13,25,0.00806451612903226,TRUE
"95",23969324559,2,16,16,12,12,5,5,0,0,3160,500,335,500,16,-165,-0.0522151898734177,TRUE
"96",23969324559,3,18,18,14,14,7,7,0,0,3180,570,355,570,18,-215,-0.0676100628930818,TRUE
"97",23969324559,4,20,20,15,15,9,9,0,0,3240,718,415,718,20,-303,-0.0935185185185185,TRUE
"98",23969324559,5,20,20,15,15,9,9,0,0,3330,743,505,743,20,-238,-0.0714714714714715,TRUE
"99",23969324559,6,20,20,15,15,9,9,0,0,3330,743,505,743,20,-238,-0.0714714714714715,TRUE
"100",23969324559,7,20,20,15,15,9,9,0,0,3390,743,565,743,20,-178,-0.0525073746312684,TRUE
"101",23969324559,8,20,20,15,15,9,9,0,0,3480,743,655,743,20,-88,-0.0252873563218391,TRUE
"102",24291960195,0,0,0,0,0,0,0,0,0,4099,0,0,0,0,0,0,TRUE
"103",24291960195,1,4,4,4,4,4,4,0,0,5030,102,931,102,4,829,0.164811133200795,TRUE
"104",24291960195,2,5,5,5,5,5,5,0,0,5130,148,1031,148,5,883,0.172124756335283,TRUE
"105",24291960195,3,7,7,7,7,6,6,0,0,5250,258,1151,258,7,893,0.170095238095238,TRUE
"106",24291960195,4,7,7,7,7,6,6,1,0,5470,278,1371,278,7,1093,0.19981718464351,TRUE
"107",24291960195,5,7,7,7,7,6,6,0,0,5450,406,1351,406,7,945,0.173394495412844,TRUE
"108",24291960195,6,7,7,7,7,6,6,0,0,5510,428,1411,428,7,983,0.178402903811252,TRUE
"109",24291960195,7,7,7,7,7,6,6,1,0,5730,448,1631,448,7,1183,0.206457242582897,TRUE
"110",24319152517,0,0,0,0,0,0,0,0,0,3348,0,0,0,0,0,0,TRUE
"111",24319152517,1,5,5,5,5,0,0,1,0,3598,280,250,280,5,-30,-0.00833796553640912,TRUE
"112",24319152517,2,7,7,7,7,0,0,1,0,3798,325,450,325,7,125,0.0329120589784097,TRUE
