"","ItemID.LIsting_id.","bundle_index","total","total_nofw","nongift","nongift_nofw","branded","branded_nofw","num_of_yuanzhuang","num_of_acc_no_price","bundle_price","price_ref","bundle_add_on","price_ref_rel","num_of_acc_rel","premium","premium_percent","ind_firstbundle_noacc"
"113",24319152517,3,11,11,11,11,0,0,0,0,4098,908,750,908,11,-158,-0.038555392874573,TRUE
"114",24319152517,4,11,11,11,11,0,0,0,0,4298,808,950,808,11,142,0.0330386226151698,TRUE
"115",24319152517,5,12,12,12,12,0,0,0,0,4598,963,1250,963,12,287,0.0624184428012179,TRUE
"116",24596036343,0,0,0,0,0,0,0,0,0,3049,0,0,0,0,0,0,TRUE
"117",24596036343,1,10,10,5,5,4,4,1,0,3259,165,210,165,10,45,0.0138079165388156,TRUE
"118",24596036343,2,12,12,7,7,6,6,1,0,3319,255,270,255,12,15,0.0045194335643266,TRUE
"119",24596036343,3,13,13,8,8,7,7,1,0,3479,295,430,295,13,135,0.0388042540960046,TRUE
"120",24596036343,4,14,14,9,9,7,7,1,1,3599,355,550,355,14,195,0.054181717143651,TRUE
"121",24596036343,5,14,14,9,9,7,7,1,2,3799,230,750,230,14,520,0.136878125822585,TRUE
"122",24596036343,6,15,15,10,10,8,8,1,2,4049,410,1000,410,15,590,0.14571499135589,TRUE
"123",24596036343,7,16,16,11,11,9,9,1,0,3839,650,790,650,16,140,0.0364678301641052,TRUE
"124",24596036343,8,17,17,12,12,9,9,1,2,4149,610,1100,610,17,490,0.118100747167992,TRUE
"125",25673844634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE
"126",25673844634,1,11,10,6,5,3,2,1,2,0,245,0,245,11,-245,-Inf,TRUE
"127",25673844634,2,17,15,6,5,3,2,1,3,0,240,0,240,17,-240,-Inf,TRUE
"128",25673844634,3,17,15,6,5,3,2,1,3,0,260,0,260,17,-260,-Inf,TRUE
"129",25673844634,4,17,15,6,5,3,2,1,3,0,410,0,410,17,-410,-Inf,TRUE
"130",26519380192,0,0,0,0,0,0,0,0,0,3260,0,0,0,0,0,0,TRUE
"131",26519380192,1,14,14,7,7,8,8,0,2,3490,160,230,160,14,70,0.0200573065902579,TRUE
"132",26519380192,2,15,15,8,8,9,9,0,2,3600,190,340,190,15,150,0.0416666666666667,TRUE
"133",26519380192,3,15,15,8,8,9,9,0,1,3710,330,450,330,15,120,0.032345013477089,TRUE
"134",26519380192,4,15,15,8,8,9,9,1,1,3820,330,560,330,15,230,0.0602094240837696,TRUE
"135",26519380192,5,17,17,10,10,10,10,1,1,3930,540,670,540,17,130,0.0330788804071247,TRUE
"136",26519380192,6,17,17,10,10,10,10,1,1,4140,810,880,810,17,70,0.0169082125603865,TRUE
"137",26519380192,7,17,17,10,10,10,10,1,1,4640,920,1380,920,17,460,0.0991379310344828,TRUE
"138",27462844289,0,1,1,0,0,0,0,0,1,3060,0,0,0,0,0,0,FALSE
"139",27462844289,1,12,12,4,4,6,6,2,1,3220,305,160,305,11,-145,-0.0450310559006211,FALSE
"140",27462844289,2,12,12,4,4,6,6,2,1,3260,295,200,295,11,-95,-0.0291411042944785,FALSE
"141",27462844289,3,13,13,5,5,7,7,3,1,3460,400,400,400,12,0,0,FALSE
"142",27462844289,4,13,13,5,5,7,7,3,1,3540,420,480,420,12,60,0.0169491525423729,FALSE
"143",27462844289,5,15,15,7,7,9,9,3,1,3960,640,900,640,14,260,0.0656565656565657,FALSE
"144",27462844289,6,15,15,7,7,9,9,3,1,4040,660,980,660,14,320,0.0792079207920792,FALSE
"145",35540978058,0,1,1,0,0,0,0,0,0,2998,0,0,0,0,0,0,FALSE
"146",35540978058,1,9,9,3,3,2,2,0,0,3128,135,130,135,8,-5,-0.00159846547314578,FALSE
"147",35540978058,2,11,11,5,5,4,4,0,0,3338,410,340,410,10,-70,-0.0209706411024566,FALSE
"148",35540978058,3,12,12,6,6,5,5,0,1,3448,410,450,410,11,40,0.0116009280742459,FALSE
"149",35540978058,4,12,12,6,6,5,5,0,1,3598,402,600,402,11,198,0.0550305725403002,FALSE
"150",35540978058,5,12,12,6,6,5,5,1,0,3798,627,800,627,11,173,0.045550289626119,FALSE
"151",35557065616,0,0,0,0,0,0,0,0,0,3280,0,0,0,0,0,0,TRUE
"152",35674260254,0,0,0,0,0,0,0,0,0,2710,0,0,0,0,0,0,TRUE
"153",35674260254,1,12,12,10,10,2,2,1,0,2900,310,190,310,12,-120,-0.0413793103448276,TRUE
"154",35674260254,2,12,12,10,10,2,2,1,0,2930,323,220,323,12,-103,-0.0351535836177474,TRUE
"155",35674260254,3,12,12,10,10,2,2,1,0,2970,318,260,318,12,-58,-0.0195286195286195,TRUE
"156",35674260254,4,12,12,10,10,2,2,1,0,3050,338,340,338,12,2,0.000655737704918033,TRUE
"157",35674260254,5,13,13,11,11,2,2,2,0,3090,398,380,398,13,-18,-0.0058252427184466,TRUE
"158",35674260254,6,13,13,11,11,2,2,2,0,3170,393,460,393,13,67,0.0211356466876972,TRUE
"159",35674260254,7,13,13,11,11,2,2,2,0,3210,413,500,413,13,87,0.0271028037383178,TRUE
"160",35674260254,8,16,16,11,11,2,2,2,0,3250,413,540,413,16,127,0.0390769230769231,TRUE
"161",36513357018,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,0,0,TRUE
"162",36513357018,1,1,1,1,1,1,1,0,0,2500,110,-450,110,1,-560,-0.224,TRUE
"163",36513357018,2,12,12,12,12,3,3,1,0,3100,447,150,447,12,-297,-0.0958064516129032,TRUE
"164",36513357018,3,13,13,13,13,4,4,1,0,3200,530,250,530,13,-280,-0.0875,TRUE
"165",36513357018,4,13,13,13,13,4,4,1,0,3250,525,300,525,13,-225,-0.0692307692307692,TRUE
"166",36513357018,5,13,13,13,13,4,4,1,0,3300,545,350,545,13,-195,-0.0590909090909091,TRUE
"167",36574928690,0,0,0,0,0,0,0,0,0,2860,0,0,0,0,0,0,TRUE
"168",36574928690,1,12,12,12,12,2,2,0,0,2960,200,100,200,12,-100,-0.0337837837837838,TRUE
"169",36574928690,2,16,16,16,16,2,2,0,0,3040,460,180,460,16,-280,-0.0921052631578947,TRUE
"170",36574928690,3,18,18,18,18,3,3,2,0,3150,800,290,800,18,-510,-0.161904761904762,TRUE
"171",36574928690,4,18,18,18,18,3,3,2,0,3260,920,400,920,18,-520,-0.159509202453988,TRUE
"172",36574928690,5,18,18,18,18,3,3,2,0,3380,920,520,920,18,-400,-0.118343195266272,TRUE
"173",36613205733,0,0,0,0,0,0,0,0,0,2849,0,0,0,0,0,0,TRUE
"174",36613205733,1,16,16,8,8,6,6,0,2,2999,255,150,255,16,-105,-0.0350116705568523,TRUE
"175",36613205733,2,18,18,15,15,6,6,0,2,3059,360,210,360,18,-150,-0.04903563255966,TRUE
"176",36613205733,3,19,19,16,16,7,7,0,2,3139,440,290,440,19,-150,-0.0477859190825104,TRUE
"177",36613205733,4,21,21,18,18,7,7,0,2,3239,520,390,520,21,-130,-0.0401358443964186,TRUE
"178",36613205733,5,22,22,19,19,8,8,0,2,3459,818,610,818,22,-208,-0.0601329864122579,TRUE
"179",36613205733,6,23,23,20,20,9,9,0,2,3589,903,740,903,23,-163,-0.0454165505711897,TRUE
"180",36910165248,0,0,0,0,0,0,0,0,0,2858,0,0,0,0,0,0,TRUE
"181",36910165248,1,7,6,6,5,0,0,0,1,3078,165,220,165,7,55,0.0178687459389214,TRUE
"182",36910165248,2,7,6,6,5,0,0,0,1,3118,170,260,170,7,90,0.0288646568313021,TRUE
"183",36910165248,3,12,10,11,9,0,0,0,2,3228,435,370,435,12,-65,-0.0201363073110285,TRUE
"184",36910165248,4,12,10,11,9,0,0,0,2,3268,440,410,440,12,-30,-0.00917992656058752,TRUE
"185",36910165248,5,12,10,11,9,0,0,0,2,3358,465,500,465,12,35,0.0104228707564026,TRUE
"186",36910165248,6,14,12,13,11,1,1,0,2,3418,540,560,540,14,20,0.00585137507314219,TRUE
"187",36910165248,7,14,12,13,11,1,1,0,2,3508,565,650,565,14,85,0.024230330672748,TRUE
"188",36910165248,8,16,14,15,13,1,1,0,2,3588,715,730,715,16,15,0.00418060200668896,TRUE
"189",36982442137,0,0,0,0,0,0,0,0,0,3328,0,0,0,0,0,0,TRUE
"190",36982442137,1,21,21,13,13,0,0,0,0,3568.28571428571,661,240.285714285714,661,21,-420.714285714286,-0.117903755304668,TRUE
"191",36982442137,2,21,21,13,13,0,0,0,0,3626.85714285714,781,298.857142857143,781,21,-482.142857142857,-0.13293682054514,TRUE
"192",36982442137,3,22,22,12,12,0,0,1,1,3710,896,382,896,22,-514,-0.138544474393531,TRUE
"193",36982442137,4,10,10,7,7,0,0,0,0,3756,440,428,440,10,-12,-0.00319488817891374,TRUE
"194",36982442137,5,14,13,11,10,0,0,0,1,3856,395,528,395,14,133,0.0344917012448133,TRUE
"195",36982442137,6,14,13,11,10,0,0,0,1,3916,460,588,460,14,128,0.0326864147088866,TRUE
"196",36982442137,7,14,13,11,10,0,0,0,1,4136,460,808,460,14,348,0.0841392649903288,TRUE
"197",37241107923,0,0,0,0,0,0,0,0,0,2680,0,0,0,0,0,0,TRUE
"198",37241107923,1,5,5,5,5,1,1,0,0,2750,350,70,350,5,-280,-0.101818181818182,TRUE
"199",37241107923,2,6,6,6,6,2,2,0,0,2840,415,160,415,6,-255,-0.0897887323943662,TRUE
"200",37443266749,0,0,0,0,0,0,0,0,0,3280,0,0,0,0,0,0,TRUE
"201",37443266749,1,16,14,3,1,2,2,0,2,3565,35,285,35,16,250,0.0701262272089762,TRUE
"202",37443266749,2,16,14,3,1,2,2,0,2,3596,30,316,30,16,286,0.0795328142380423,TRUE
"203",37443266749,3,16,14,3,1,2,2,0,2,3645,50,365,50,16,315,0.0864197530864197,TRUE
"204",37443266749,4,17,15,3,1,2,2,0,2,3625,35,345,35,17,310,0.0855172413793103,TRUE
"205",37443266749,5,17,15,3,1,2,2,0,2,3655,30,375,30,17,345,0.094391244870041,TRUE
"206",37443266749,6,17,15,3,1,2,2,0,2,3705,50,425,50,17,375,0.101214574898785,TRUE
"207",37745552927,0,0,0,0,0,0,0,0,0,3298,0,0,0,0,0,0,TRUE
"208",37745552927,1,6,6,4,4,0,0,0,0,3508,215,210,215,6,-5,-0.00142531356898518,TRUE
"209",37745552927,2,9,9,6,6,1,1,0,0,3678,300,380,300,9,80,0.0217509516041327,TRUE
"210",37745552927,3,11,11,7,7,2,2,0,0,3878,445,580,445,11,135,0.0348117586384734,TRUE
"211",37745552927,4,15,15,10,10,2,2,1,0,4128,650,830,650,15,180,0.0436046511627907,TRUE
"212",37745552927,5,8,8,5,5,2,2,1,0,4538,0,1240,0,8,1240,0.273248126928162,TRUE
"213",37870465778,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,TRUE
"214",37870465778,1,5,5,0,0,0,0,0,0,2830,0,80,0,5,80,0.0282685512367491,TRUE
"215",37908516066,0,0,0,0,0,0,0,0,0,3290,0,0,0,0,0,0,TRUE
"216",37994506504,0,0,0,0,0,0,0,0,0,3040,0,0,0,0,0,0,TRUE
"217",37994506504,1,12,12,1,1,4,4,0,0,3190,22,150,22,12,128,0.0401253918495298,TRUE
"218",37994506504,2,12,12,1,1,4,4,0,0,3220,30,180,30,12,150,0.046583850931677,TRUE
"219",37994506504,3,12,12,1,1,4,4,0,0,3280,70,240,70,12,170,0.0518292682926829,TRUE
"220",37994506504,4,14,14,2,2,5,5,0,0,3380,72,340,72,14,268,0.0792899408284024,TRUE
"221",37994506504,5,13,13,2,2,5,5,1,0,3370,97,330,97,13,233,0.0691394658753709,TRUE
"222",37994506504,6,14,14,2,2,6,6,1,0,3400,105,360,105,14,255,0.075,TRUE
"223",37994506504,7,14,14,2,2,6,6,1,0,3460,125,420,125,14,295,0.0852601156069364,TRUE
"224",37994506504,8,16,16,3,3,7,7,1,0,3560,147,520,147,16,373,0.104775280898876,TRUE
"225",38631814095,0,0,0,0,0,0,0,0,0,2850,0,0,0,0,0,0,TRUE
"226",38631814095,1,11,11,8,8,3,3,0,0,3110,730,260,730,11,-470,-0.15112540192926,TRUE
"227",38631814095,2,12,12,9,9,4,4,1,0,3230,825,380,825,12,-445,-0.137770897832817,TRUE
"228",38631814095,3,13,13,10,10,4,4,2,0,3350,405,500,405,13,95,0.0283582089552239,TRUE
"229",38663832002,0,2,1,2,1,0,0,0,2,3000,0,0,0,0,0,0,FALSE
"230",38663832002,1,15,13,7,5,2,2,0,3,3150,192,150,192,13,-42,-0.0133333333333333,FALSE
"231",38663832002,2,15,13,7,5,2,2,0,3,3180,205,180,205,13,-25,-0.00786163522012579,FALSE
"232",38663832002,3,15,13,7,5,2,2,0,3,3240,200,240,200,13,40,0.0123456790123457,FALSE
"233",38663832002,4,17,15,8,6,3,3,0,3,3340,270,340,270,15,70,0.0209580838323353,FALSE
"234",38663832002,5,16,14,8,6,3,3,1,3,3330,267,330,267,14,63,0.0189189189189189,FALSE
"235",38663832002,6,17,15,9,7,3,3,1,3,3360,320,360,320,15,40,0.0119047619047619,FALSE
"236",38663832002,7,17,15,9,7,3,3,1,3,3420,315,420,315,15,105,0.0307017543859649,FALSE
"237",38663832002,8,19,17,11,9,4,4,1,3,3520,395,520,395,17,125,0.0355113636363636,FALSE
"238",38708270318,0,0,0,0,0,0,0,0,0,3050,0,0,0,0,0,0,TRUE
"239",38708270318,1,12,12,1,1,2,2,0,0,3200,22,150,22,12,128,0.04,TRUE
"240",38708270318,2,12,12,1,1,2,2,0,0,3230,30,180,30,12,150,0.0464396284829721,TRUE
"241",38708270318,3,12,12,1,1,2,2,0,0,3290,70,240,70,12,170,0.0516717325227964,TRUE
"242",38708270318,4,14,14,1,1,2,2,0,0,3390,100,340,100,14,240,0.0707964601769911,TRUE
"243",38708270318,5,13,13,2,2,3,3,1,0,3350,97,300,97,13,203,0.0605970149253731,TRUE
"244",38708270318,6,14,14,2,2,3,3,1,0,3380,105,330,105,14,225,0.0665680473372781,TRUE
"245",38708270318,7,14,14,2,2,3,3,1,0,3440,145,390,145,14,245,0.0712209302325581,TRUE
"246",38708270318,8,16,16,2,2,3,3,1,0,4560,175,1510,175,16,1335,0.292763157894737,TRUE
"247",39237426326,0,0,0,0,0,0,0,0,0,2850,0,0,0,0,0,0,TRUE
"248",39237426326,1,13,12,13,12,3,3,0,1,3080,288,230,288,13,-58,-0.0188311688311688,TRUE
"249",39237426326,2,14,13,14,13,3,3,0,1,3150,348,300,348,14,-48,-0.0152380952380952,TRUE
"250",39237426326,3,14,13,14,13,3,3,0,1,3190,353,340,353,14,-13,-0.00407523510971787,TRUE
"251",39237426326,4,14,13,14,13,3,3,0,1,3280,378,430,378,14,52,0.0158536585365854,TRUE
"252",40112687054,0,0,0,0,0,0,0,0,0,2999,0,0,0,0,0,0,TRUE
"253",40148868087,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,TRUE
"254",40148868087,1,17,16,7,6,2,2,0,1,3030,225,150,225,17,-75,-0.0247524752475248,TRUE
"255",40148868087,2,17,16,1,1,2,2,0,1,3080,25,200,25,17,175,0.0568181818181818,TRUE
"256",40148868087,3,17,16,2,2,2,2,0,1,3130,40,250,40,17,210,0.0670926517571885,TRUE
"257",40148868087,4,17,16,1,1,1,1,0,1,3160,20,280,20,17,260,0.0822784810126582,TRUE
"258",40148868087,5,17,16,1,1,1,1,0,1,3190,25,310,25,17,285,0.0893416927899686,TRUE
"259",40148868087,6,17,16,1,1,1,1,0,1,3230,30,350,30,17,320,0.0990712074303406,TRUE
"260",40148868087,7,17,16,1,1,1,1,0,1,3280,55,400,55,17,345,0.105182926829268,TRUE
"261",40175359932,0,0,0,0,0,0,0,0,0,3890,0,0,0,0,0,0,TRUE
