"","item_id","bundle_index","total","total_nofw","nongift","nongift_nofw","branded","branded_nofw","num_of_yuanzhuang","num_of_acc_no_price","bundle_price","price_ref","bundle_add_on","price_ref_rel","num_of_acc_rel","premium_percent","ind_firstbundle_noacc"
"252",40112687054,0,0,0,0,0,0,0,0,0,2999,0,0,0,0,0,TRUE
"253",40148868087,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,TRUE
"254",40148868087,1,17,16,7,6,2,2,0,1,3030,535,150,535,17,-0.127062706270627,TRUE
"255",40148868087,2,17,16,1,1,2,2,0,1,3080,540,200,540,17,-0.11038961038961,TRUE
"256",40148868087,3,17,16,2,2,2,2,0,1,3130,545,250,545,17,-0.0942492012779553,TRUE
"257",40148868087,4,17,16,1,1,1,1,0,1,3160,555,280,555,17,-0.0870253164556962,TRUE
"258",40148868087,5,17,16,1,1,1,1,0,1,3190,560,310,560,17,-0.0783699059561129,TRUE
"259",40148868087,6,17,16,1,1,1,1,0,1,3230,565,350,565,17,-0.0665634674922601,TRUE
"260",40148868087,7,17,16,1,1,1,1,0,1,3280,590,400,590,17,-0.0579268292682927,TRUE
"261",40175359932,0,0,0,0,0,0,0,0,0,3890,0,0,0,0,0,TRUE
"262",40175359932,1,18,16,7,5,0,0,0,2,4080,433,190,433,18,-0.0595588235294118,TRUE
"263",40175359932,2,18,16,7,5,0,0,0,2,4110,448,220,448,18,-0.0554744525547445,TRUE
