"","ItemID.LIsting_id.","bundle_index","total","total_nofw","nongift","nongift_nofw","branded","branded_nofw","bundle_price","optimal_price","premium_percent"
"293",41802068265,8,19,19,8,8,4,4,3700,3403,0.0802702702702703
"294",42468840454,0,0,0,0,0,0,0,2880,NA,NA
"295",42468840454,1,15,14,4,4,4,4,3100,NA,NA
"296",42468840454,2,17,16,6,6,5,5,3140,NA,NA
"297",42468840454,3,18,17,7,7,6,6,3250,NA,NA
"298",42468840454,4,19,18,8,8,5,5,3290,NA,NA
"299",42468840454,5,19,18,8,8,5,5,3340,NA,NA
"300",42468840454,6,20,19,9,9,6,6,3390,NA,NA
"301",42468840454,7,21,20,10,10,7,7,3500,NA,NA
"302",42468840454,8,22,21,11,11,8,8,3440,NA,NA
"303",42681494957,0,0,0,0,0,0,0,3050,NA,NA
"304",42681494957,1,13,13,9,9,5,5,3200,3405,-0.0640625
"305",42681494957,2,16,16,12,12,5,5,3340,NA,NA
"306",42681494957,3,18,18,14,14,7,7,3440,NA,NA
"307",42681494957,4,20,20,15,15,9,9,3660,3903,-0.0663934426229508
"308",42681494957,5,20,20,15,15,9,9,3750,3958,-0.0554666666666667
"309",42981617542,0,0,0,0,0,0,0,2999,NA,NA
"310",42981617542,1,10,10,10,10,0,0,3209,3259,-0.015581177937052
"311",42981617542,2,12,12,12,12,0,0,3269,3349,-0.0244723156928724
"312",42981617542,3,13,13,13,13,0,0,3429,3389,0.0116652085156022
"313",42981617542,4,14,14,14,14,0,0,3549,NA,NA
"314",42981617542,5,14,14,14,14,0,0,3749,NA,NA
"315",42981617542,6,15,15,15,15,0,0,3999,NA,NA
